pid	genus	hybrid	author	year	seed	pollen
7312#7312	NEOREGELIA	Wetzel's Summer Wind	Wetzel, L.	1977	zonata	'Decora'
15152#15152	NEOREGELIA	Whaleboat	Smythe, Rob	2013	Roy's Rogue	Moby Dick
13483#13483	NEOREGELIA	Whatchamacallit	Skotak C / E Beach*	2005	[( carolinae variegated x johannis) x Hannibal Lecter] x (Skotak's Tiger x  sp.'Gurken Frburgo')	lilliputiana
13494#13494	NEOREGELIA	Whatever	Skotak C / E Beach*	2005	caroline variegated x Red Waif	Red Waif
7760#7760	NEOREGELIA	Whats New	Paterson, M.	2001	'Sherlette Shiigi'	?
15608#15608	NEOREGELIA	Wheel of Fortune	Vinzant, Lisa	2010	Tiramisu	Sugar Bowl
7761#7761	NEOREGELIA	Where Eagles Dare	Elmore J	ca 1979	Tiramisu	Sugar Bowl
7762#7762	NEOREGELIA	Whim	Goode, G.	<2003	?punctatissima	?
10841#10841	NEOREGELIA	Whimsical	Paterson M	2001	Pot O'Gold	?
15563#15563	NEOREGELIA	Whiplash	Skotak, Chester / Eloise Beach*	2006	carolinae variegated x Hannibal Lecter	Tiger Cub
14381#14381	NEOREGELIA	Whirlpool	van Wijk, C	2014	Milagro x Hal Ellis	Baby Skotak
11247#11247	NEOREGELIA	Whirlwind	Skotak C, Beach E *	2005	(carolinae variegated x Hannibal Lecter) x Tiger Cub	Punctate Red
10842#10842	NEOREGELIA	Whirly Gig	Paterson M	2002	Walking Tall	Big Mac
7763#7763	NEOREGELIA	White Diamond	Zaghini, S.	?	'Marble Throat'	'Barbarian'
7764#7764	NEOREGELIA	White Eye	Freeman, A., Golinski, K.*	1993	'Grace'	?
7765#7765	NEOREGELIA	White Fire	McQueen, J..	1982	Fireball	albiflora
14409#14409	NEOREGELIA	White Forest	Tristram P	2009	Black Opal	(carolinae x Silver Chalice) x cruenta
10421#10421	NEOREGELIA	White Heaven	Jacobsson K	2007	Marble Throat	De Rolf
7766#7766	NEOREGELIA	White Hot	Freeman, A., Golinski, K.*	1994	'Painted Lady'	'Two Tone'
12225#12225	NEOREGELIA	White Hot Embers	Skotak C / Beach E*	circa 2008	(carolinae variegated x Hannibal Lecter) x Tiger Cub	Punctate Red
7767#7767	NEOREGELIA	White Joe		<1980	johannis	Punctate Red
7768#7768	NEOREGELIA	White Johannis	Odean Head	<1991	johannis	?
7769#7769	NEOREGELIA	White King	Elmore J	ca 1979	johannis	?
7770#7770	NEOREGELIA	White Lady	Goode, G.	<1998	'Lovely Lady'	?
7771#7771	NEOREGELIA	White Out	Freeman, A., Golinski, K.*	1994	'Fairy Tale'	'Grace Darling'
7772#7772	NEOREGELIA	White Queen	Elmore J	ca 1979	'Fairy Tale'	'Grace Darling'
7773#7773	NEOREGELIA	White Ribbons	Skotak, C., Tristram, P.*	1995	carolinae x carcharodon	carcharodon
10409#10409	NEOREGELIA	White Tips	Smythe R	2005	Painted Lady	Painted Lady
14088#14088	NEOREGELIA	White Walker	Skotak C / M & M Cameron*	2004	[(carolinae variegated x Hannibal Lecter) x Norman Bates]	Rainbow Carcharodon
7774#7774	NEOREGELIA	White Wedgewood	Zaghini, S.	2002	'Ice White River'	?
11812#11812	NEOREGELIA	Whizzard	Hole I	circa 2000	carolinae x Painted Lady	Gee Whiz
10909#10909	NEOREGELIA	Whoopee	Paterson M	2000	Manoa Beauty	?
9945#9945	NEOREGELIA	Whosamedad	R Smythe	2005	Happy Thoughts	?
7775#7775	NEOREGELIA	Whose Baby?	Goode*?	<1995	Happy Thoughts	?
7776#7776	NEOREGELIA	Why	Freeman, A., Golinski, K.*	1994	'Painted Lady'	'Fairy Plum'
7777#7777	NEOREGELIA	Why Not	Paterson, M.	1998	'Roy's Special'	'Little Jewel'
13118#13118	NEOREGELIA	Whyanbeel Wonder	? / Sargent P*	<1980	?	?
7778#7778	NEOREGELIA	Wicked	Paterson, M.	1998	lilliputiana	'Midnight'
16194#16194	NEOREGELIA	Wide Load	Skotak, Chester / Eloise Beach *	2006	(carolinae variegated x Fairchild) x Bobbie Hull	Spines
7779#7779	NEOREGELIA	Wide Vision	Goode, G.	?	'Small World'	?
7780#7780	NEOREGELIA	Wide World	Goode, G.	?	'Small World'	?
14535#14535	NEOREGELIA	Wild Bull	Cameron, M & M	2016	Red Bull	?
7781#7781	NEOREGELIA	Wild Card	Goode, G.	<1991	'Maid of Honour'	?
7782#7782	NEOREGELIA	Wild Cat	Goode G	<2003	?punctatissima	'Small World'
7783#7783	NEOREGELIA	Wild Cat Too	Goode G	<2003	lilliputiana	'Winter Bloom'
7784#7784	NEOREGELIA	Wild Cherry	Oeser	<1978	lilliputiana	'Winter Bloom'
14123#14123	NEOREGELIA	Wild Child	Skotak C / E Beach*	2005	( carolinae variegated x Hannibal Lecter) x Tiger Cub	( Punctate Red x Joao Marcio)
10077#10077	NEOREGELIA	Wild Cranberry	J. Koning	2004	One And Only	Predator
12228#12228	NEOREGELIA	Wild Dynamo	Skotak, Chester / Brian Weber*	2009	(carolinae variegated x Hannibal Lecter) x Tiger Cub	Tunisia
7785#7785	NEOREGELIA	Wild Eyed	Freeman, A., Golinski, K.*	1993	'Takemura Princeps'	'Princeps hybrid' from George Anderson
7786#7786	NEOREGELIA	Wild Fire	Antle, J.	1982	laevis	'Oh! No!'
7787#7787	NEOREGELIA	Wild Gossip	Skotak, C., Catlan, J.*	?	laevis	'Oh! No!'
9946#9946	NEOREGELIA	Wild Grapes	J Koning	2004	One and Only	Predator
12629#12629	NEOREGELIA	Wild in Oz	Trevor O, Little R *	circa 2010	(carolinae variegated x Hannibal Lecter) x Tiger Cub	Punctate Red
9947#9947	NEOREGELIA	Wild Peach	J Koning	2004	One and Only	Predator
7788#7788	NEOREGELIA	Wild Plum	Petersen, S.	?	'Estrella Morado'	'Hija Morado'
10499#10499	NEOREGELIA	Wild Rabbit	Skotak C, Beach E*	2006	carolinae variegated x Hannibal Lector	Tiger Cub
9948#9948	NEOREGELIA	Wild Raspberry	(J Koning) R Harper*		One and Only	Predator
10078#10078	NEOREGELIA	Wild Rhubarb	J. Koning	2004	One And Only	Predator
7789#7789	NEOREGELIA	Wild Rose	Paterson M	2001	'Flirtation'	'Mon Petite'
7790#7790	NEOREGELIA	Wild Ruby	Larnach, R.	<1986	'Beefsteak'	?
10079#10079	NEOREGELIA	Wild Strawberry	J. Koning	2004	One And Only	Predator
7791#7791	NEOREGELIA	Wild Thing	Paterson, M.	1996	'Hades'	'696'
7792#7792	NEOREGELIA	Wild Tiger	Goode, G.	<1998	? punctatissima	?
13305#13305	NEOREGELIA	Wild Zebra	Jacobsson K	2013	ampullacea	Red Macaw
7793#7793	NEOREGELIA	Wildfire	Goode	<1991	Ruby Jean	sarmentosa
7794#7794	NEOREGELIA	Wildfire Too	Goode G	<2003	'Maid of Honour'	?
11499#11499	NEOREGELIA	Will 2	?	?	?	?
13565#13565	NEOREGELIA	Willem V	Wingert P	2009	?	Wee Willy
15740#15740	NEOREGELIA	Willies Pink Perfection	Van Wijk, Christo	2015	Goode for Grace	Shelldance
7795#7795	NEOREGELIA	Willow	Freeman, A., Golinski, K.*	1997	concentrica	'Prince of Darkness'
7796#7796	NEOREGELIA	Willy Nilly	Goode G	<2003	lilliputiana	'Winter Bloom'
7797#7797	NEOREGELIA	Willy Wagtail	Freeman, A., Golinski, K.*	1993	chlorosticta	'Amazing Grace'
15161#15161	NEOREGELIA	Willy Wonka	Coleman, Ray / Forever Tropicals *	2013	(carolinae x Hannibal Lecter)	(johannis x Skotak's Tiger) x Fire on Deck
7798#7798	NEOREGELIA	Willy Woolly	Elmore, J. (#1229 & #1287-		'Pepper'	cruenta (rubra)
7799#7799	NEOREGELIA	Willybeast	Elmore J	ca 1979	'Pepper'	cruenta (rubra)
14420#14420	NEOREGELIA	Wilma	Draper R	2014	Red Pride	Rosatina
7800#7800	NEOREGELIA	Windemere	Hendrix, G / Hill H*	1977	Green Apple	Fireball
7801#7801	NEOREGELIA	Windflower	Elmore, J. (#1022)	<1983	compacta	Inca Treasure
7802#7802	NEOREGELIA	Winds of War	Elmore J	ca 1979	compacta	Inca Treasure
11815#11815	NEOREGELIA	Windstorm	Hole I	circa 2000	All Agog	?
7803#7803	NEOREGELIA	Windward Passage	Elmore, J. (#1207)	<1983	Melanodonta Hyb. #422	Big Blue
7804#7804	NEOREGELIA	Wine and Gold	Zaghini, S.	1996	chlorosticta	'Sunrise'
7805#7805	NEOREGELIA	Wine Charm	Ferris, O*(#47)	1965	carolinae	chlorosticta
7806#7806	NEOREGELIA	Wine Gay	Ferris, O*(#46)	1965	carolinae	chlorosticta
7807#7807	NEOREGELIA	Wine Glow	Ferris, O*(#45)	1965	carolinae	chlorosticta
7808#7808	NEOREGELIA	Wine Red	Prinz, J.?	<1982	carolinae	chlorosticta
7809#7809	NEOREGELIA	Wined and Dined	Freeman, Alan / .Keith Golinski *	1994	Fairy Tale	Two Tone
7810#7810	NEOREGELIA	Winesap	Elmore J	ca 1979	Fairy Tale	Two Tone
10535#10535	NEOREGELIA	Wingert's Graffiti	Wingert P	2004	Gespacho	Merry-Go-Round
7811#7811	NEOREGELIA	Winner	Paterson, M.	1985	chlorosticta	'Red Bird'
7812#7812	NEOREGELIA	Winnie the Pooh	Vinzant, L.	?	Treasure Chest	olens
7813#7813	NEOREGELIA	Winsome	Paterson M	2000	'Manoa Beauty'	?
7814#7814	NEOREGELIA	Winter Bloom	Goode, G.	<1998	'Small World'	?punctatissima
7815#7815	NEOREGELIA	Winter Solstice	Freeman, A., Golinski, K.*	1994	'Fairy Tale'	concentrica
7816#7816	NEOREGELIA	Wintergreen		<1980	'Fairy Tale'	concentrica
7817#7817	NEOREGELIA	Wish	Freeman, A., Golinski, K.*	1995	'Blushing Bride'	'Princess Grace'
7818#7818	NEOREGELIA	Wishful	Paterson, M.	2001	'Charm'	?
7819#7819	NEOREGELIA	Wishful Thinking	Freeman A, Golinski K*	1994	hybrid	?
11040#11040	NEOREGELIA	Wisteria	Vinzant L	circa 2006	Spring Rain	Faded Love
7820#7820	NEOREGELIA	Wistful	Freeman, A., Golinski, K.*	1994	'Fairy Tale'	'Two Tone'
7821#7821	NEOREGELIA	Witch Doctor	Paterson, M.	2000	'Moana Beauty'	?
7822#7822	NEOREGELIA	Witchcraft	Paterson, M.	1998	lilliputiana	'Midnight'
9949#9949	NEOREGELIA	Witches Cauldron	V Przetocki	1998	Glorious	Emerald Forest
7823#7823	NEOREGELIA	With Love	Goode, G.	<1986	'Vulkan'	'Rosea Striata'
7824#7824	NEOREGELIA	With Pleasure	Freeman, A., Golinski, K.*	1995	carolinae x 'Painted Lady'	'Gee Whiz'
7825#7825	NEOREGELIA	Wizard Of Oz	Elmore, J. (#1336)	1978	Big Blue	Majestic Prince
7826#7826	NEOREGELIA	Wobbegong	Skotak, C. (Vauhkonen, G.*)	<1997	carolinae	carcharodon
7827#7827	NEOREGELIA	Wonder of Wonders	Skotak, C., Catlan, J.*	?	carolinae	carcharodon
7828#7828	NEOREGELIA	Wood Rose		<1986	carolinae	carcharodon
11946#11946	NEOREGELIA	Woodstock	Vinzant L	2007	Bob's Candy Stripe	Blushing Tiger
7829#7829	NEOREGELIA	Work	WorkBanta	<1980	concentrica	carolinae
11922#11922	NEOREGELIA	Worldbeat	Vinzant L	circa 2000	Treasure Chest	correia-araujoi
10938#10938	NEOREGELIA	World's End	Przetocki V	1997	Treasure Chest	Painted Cloud
7830#7830	NEOREGELIA	Worthy	Paterson M	2001	'I Like It'	'I Like It'
7831#7831	NEOREGELIA	Wow	Catlan, N.	<1991	'Mother'	tristis
5806#5806	NEOREGELIA	Wurthmann's Midnight	Wurthmann, E.	<1996	'Mother'	tristis
7717#7717	NEOREGELIA	Wurthmann's Voodoo	Wurthmann, E.	<1986	'Mother'	tristis
7832#7832	NEOREGELIA	Xmas	Johnson, Ted	?	'Melan'	'Meyendorffii'
14437#14437	NEOREGELIA	Xmas Bells	Draper R	2014	Cane Fire	Skotak's Tiger
7833#7833	NEOREGELIA	Xmas Cheer	Paterson, M.	1991	olens	'Tiger Cub'
7834#7834	NEOREGELIA	XXXX Tristis	Hummel	<1977	olens	'Tiger Cub'
7835#7835	NEOREGELIA	Yakety-Yak	Elmore J	ca 1979	olens	'Tiger Cub'
7836#7836	NEOREGELIA	Yamamoto	Yamamoto, Hendrix, G.*	<1979	'Oh! No!'	carolinae
4320#4320	NEOREGELIA	Yamamoto's Fiesta	Yamamoto (#40)	<1984	'Oh! No!'	carolinae
7837#7837	NEOREGELIA	Yang	Skotak, C.	<1996	carolinae	carcharodon
12446#12446	NEOREGELIA	Yankee Doodle	Vinzant L	2008	Doodlebug	Punctate
7838#7838	NEOREGELIA	Yarbrough	Bryant*?	1980	johannis?	Punctate
7839#7839	NEOREGELIA	Yellow Bird	Morris*? Goode*?	<1982	sarmentosa	Punctate
12076#12076	NEOREGELIA	Yellow Brick Road	Vinzant L	2009	Brian Weber	Skotak's Tiger
7840#7840	NEOREGELIA	Yellow Chalice	Head, O.	1989	Golden Chalice	Golden Chalice
7841#7841	NEOREGELIA	Yellow Delicious	Elmore, J. (#1042)	1977	'Dexter's Pride'	'Green Apple'
9950#9950	NEOREGELIA	Yellow Delight	Przetocki V	1997	Marble Lime	Rosa Delight
7843#7843	NEOREGELIA	Yellow Devil	Elmore, J.	1976	Sun King	kautskyi
7844#7844	NEOREGELIA	Yellow King	?	<1994	carolinae	kautskyi
13585#13585	NEOREGELIA	Yellow Lines	? / G Lawn*	<1998	carolinae	kautskyi
7845#7845	NEOREGELIA	Yellow Sand	Zaghini, S.	1991	'Barbarian'	'Gold Fever'
9951#9951	NEOREGELIA	Yellow Storm	V Przetocki	1990	Red Spot	Grey Giant
13622#13622	NEOREGELIA	Yes Master	Michalski M	2012	Lambert's Pride	Beach Party
7846#7846	NEOREGELIA	Yesterday	Freeman, A., Golinski, K.*	1994	'Painted Lady'	'Fairy Plum'
7847#7847	NEOREGELIA	Yin	Skotak, C.	<1996	carolinae variegated	carcharodon
7848#7848	NEOREGELIA	Yippee	Freeman, A., Golinski, K.*	1993	'Takemura Princeps'	'Narelle' #1
7849#7849	NEOREGELIA	Yoda's Pagoda	Mellica, J.	?	'Strawberry Sundae'	'Charm'
16246#16246	NEOREGELIA	Yok Manee	Soonton, Pung	2018	Len Trotman	Pink Debbie
15739#15739	NEOREGELIA	Yolande	Van Wijk, Christo	circa 2013	Baby Skotak	Silver
7850#7850	NEOREGELIA	You Beaut	Stansfield, G.	1999	'Red Plate'	'Painted Lady'
7851#7851	NEOREGELIA	Young Winston	Elmore J	ca 1979	'Red Plate'	'Painted Lady'
7852#7852	NEOREGELIA	Your Honour	Goode, G.	<1991	'Maid of Honour'	?
7853#7853	NEOREGELIA	Yukon	Elmore J	ca 1979	'Maid of Honour'	?
15433#15433	NEOREGELIA	Yukon Jack	Skotak, Chester / John Boardman*	2004	(carolinae variegated X cruenta) x Bobbie Hull	Spines
7856#7856	NEOREGELIA	Yum Yum	Goode, G.	<1991	ampullacea 'Tigrina'	?
7857#7857	NEOREGELIA	Yvonne	Elmore J	ca 1979	ampullacea 'Tigrina'	?
7858#7858	NEOREGELIA	Zacate	Skotak, C. (#108)	<1990	carolinae x 'Fireball'	macwilliamsii
7859#7859	NEOREGELIA	Zachary Mays	Coleman, R., Cathcart, D.*	?	(carolinae x concentrica)	'DeRolf'
7860#7860	NEOREGELIA	Zandor	Elmore J	ca 1979	(carolinae x concentrica)	'DeRolf'
15558#15558	NEOREGELIA	Zanzibar	Skotak, Chester / Eloise Beach*	2006	(carolinae variegated x Hannibal Lecter) x Fairchild	Bobbie Hull
15741#15741	NEOREGELIA	Zavion Els	Van Wijk, Christo	2015	Goode for Grace	Shelldance
7861#7861	NEOREGELIA	Zebra	?	<1978	Goode for Grace	Shelldance
16157#16157	NEOREGELIA	Zebra Cup	Puangmanee, Wutthichai	circa 2018	Tiger Cub	Balboa
7862#7862	NEOREGELIA	Zebrina	n/a	<1970	Tiger Cub	ampullacea
7863#7863	NEOREGELIA	Zebrina Waif	Butcher, D.*	?	Tiger Cub	ampullacea
7864#7864	NEOREGELIA	Zelia Stoddart	Bromeliario Imperialis*	?	Tiger Cub	ampullacea
16436#16436	NEOREGELIA	Zenith	Skotak, Chester / Eloise Beach *	2003	(carolinae variegated x cruenta) x Bobbie Hull	Spines
7865#7865	NEOREGELIA	Zephyr	Elmore J	ca 1979	(carolinae variegated x cruenta) x Bobbie Hull	Spines
7866#7866	NEOREGELIA	Zeppelin	Elmore J	ca 1979	(carolinae variegated x cruenta) x Bobbie Hull	Spines
12663#12663	NEOREGELIA	Zeppo	Skotak, Chester / Michael Kiehl*	circa 2005	carolinae variegated x Hannibal Lecter	Tiger Cub
15561#15561	NEOREGELIA	Zero Gravity	Skotak, Chester /  Eloise Beach*	2008	((carolinae variegated x Hannibal Lecter) x Skotak's Tiger) x Punctate Red	Tunisia
7867#7867	NEOREGELIA	Zeus	Mellica, J.	?	odorata	'Tiger'
10153#10153	NEOREGELIA	Zico	Oliviera de Faria, Rafael	circa 2000	odorata	cruenta rubra x  Perfection
15221#15221	NEOREGELIA	Zico Reverse	Oliveira de Faria, Rafael*	2010	odorata	cruenta rubra x  Perfection
7868#7868	NEOREGELIA	Zildgian	Mellica, J.	?	'Emily'	'Fireball' x 'Inca'
7869#7869	NEOREGELIA	Zinda	Bromeliario Imperialis*	?	'Emily'	'Fireball' x 'Inca'
15670#15670	NEOREGELIA	Zip Lines	Phongmanee, Wutichai	2018	Tiger Cub	Balboa
13531#13531	NEOREGELIA	Zippy	Skotak C / E Beach*	2004	Treasure Chest	Gespacho
7870#7870	NEOREGELIA	Zircon	Elmore J	ca 1979	Treasure Chest	Gespacho
11223#11223	NEOREGELIA	Zodiac	Skotak C, Beach E *	2005	carolinae variegated x ( Bobbie Hull x Harlequin)	(carolinae x johannis) x Spines
7871#7871	NEOREGELIA	Zodonta	Oishi, D.	1978	zonata	melanodonta
7872#7872	NEOREGELIA	Zoe	Skotak, C.	1989	{ (carolinae lineated x Fireball) x Fireball }	Fireball
7873#7873	NEOREGELIA	Zombie	Boardman, J.*	?	'Green Apple'	'Fireball'
7874#7874	NEOREGELIA	Zorah	Elmore J	ca 1979	'Green Apple'	'Fireball'
7875#7875	NEOREGELIA	Zubert		<1979	'Green Apple'	'Fireball'
9952#9952	NEOREGELIA	Zulu	Goode G / A James*		Pitch Black	Pitch Black
10910#10910	NEOREGELIA	Zumba	Paterson M	2005	Nelson	?
7876#7876	NIDULARIUM	Alwyn Gentry	Bromeliario Imperialis*	?		
7877#7877	NIDULARIUM	Antoiniana		<1970	antoineanum	
12157#12157	NIDULARIUM	Bahia Variegated	Skotak C / Tropiflora *	circa 1995	antoineanum	
7878#7878	NIDULARIUM	Blue Lines		<1980	innocentii	
7879#7879	NIDULARIUM	Brownie	Hummel	<1973	innocentii	
7880#7880	NIDULARIUM	Casimir Morobe	Morobe	<1964	innocentii	
7881#7881	NIDULARIUM	Chantrieri	Andre	1895	innocentii	fulgens
7882#7882	NIDULARIUM	Cherry Road	n/a	?	amazonicum	fulgens
7883#7883	NIDULARIUM	Chloro-Marechalii	Barry, D.?	<1963	amazonicum	fulgens
10080#10080	NIDULARIUM	Crackerjack		1999	Madame Robert Morobe	rubens
15402#15402	NIDULARIUM	Crisp Blanc	? / Shane Weston*	<1980	innocentii	rubens
7884#7884	NIDULARIUM	Digeneum	Beck	1893	innocentii	innocentii
7885#7885	NIDULARIUM	Don Roberts	Franklin, P.*	1980's	innocentii	innocentii
7886#7886	NIDULARIUM	Doris Freeman	Hummel?	<1976	innocentii	innocentii
7887#7887	NIDULARIUM	Elfriede	Butcher D*	?	innocentii	innocentii
7888#7888	NIDULARIUM	Eureka	Antle, J.	<1991	rutilans	innocentii
7889#7889	NIDULARIUM	Exotica Ruby Red	Steens, A.*	?	rutilans	innocentii
7890#7890	NIDULARIUM	Flamingo	Goode, G.	<1982	rutilans	innocenti v. lineatum
7891#7891	NIDULARIUM	Francois Spae	Hort. Ghyselinck	1930	innocentii v. striatum	fulgens
10428#10428	NIDULARIUM	Fraud	Butcher D*		innocentii v. striatum	fulgens
7892#7892	NIDULARIUM	Herr Fritz		<1978	innocentii v. striatum	fulgens
7893#7893	NIDULARIUM	Karamea Morobe	Green, M.*	?	'Madame Robert Morobe'	?
7894#7894	NIDULARIUM	Krakatoa	Ladd, A., Larson, C.*	?	innocentii	innocentii var. purpurea
7895#7895	NIDULARIUM	Leprosa	?	<1984	regelioides	innocentii var. purpurea
7896#7896	NIDULARIUM	Lila Rosea	?	<1977	regelioides	innocentii var. purpurea
13425#13425	NIDULARIUM	Lineatum	Hort		regelioides	innocentii var. purpurea
7897#7897	NIDULARIUM	Litmus	Waters, P.*	?	regelioides	innocentii var. purpurea
7898#7898	NIDULARIUM	Lubbersianum	n/a	?	regelioides	innocentii var. purpurea
7899#7899	NIDULARIUM	Madame Robert Morobe	Morobe, R.	1940	innocentii	fulgens
7900#7900	NIDULARIUM	Madonna	Rehak, Jarka*	<1997	innocentii	fulgens
7901#7901	NIDULARIUM	Maureanum		<1981	innocentii	fulgens
7902#7902	NIDULARIUM	Miranda	Rehak, Jarka	<1997	innocentii	fulgens
10139#10139	NIDULARIUM	Morobe Mess	Butcher D*		innocentii	fulgens
7903#7903	NIDULARIUM	Nana	Wurthmann?*	<1978	innocentii	fulgens
11062#11062	NIDULARIUM	Nat Deleon			innocentii	fulgens
7904#7904	NIDULARIUM	Odd Ball	?	<1996	procerum	fulgens
7905#7905	NIDULARIUM	Orange Bract	?	<1980	fulgens	fulgens
7906#7906	NIDULARIUM	Orange Innocent	Butcher, D.*	?	fulgens	fulgens
11292#11292	NIDULARIUM	Pinstripes	Oliveira R, Beach E*	1998?	procerum	fulgens
7907#7907	NIDULARIUM	RaRu	Davis, R.	<1963	rutilans?	fulgens
7908#7908	NIDULARIUM	Red Queen	Davis, R.	<1973	rutilans?	regelioides
7909#7909	NIDULARIUM	Regal Lady	Stansfield, G.	1999	regelioides	rutilans
7910#7910	NIDULARIUM	Robert Reilly	?	?	regelioides	rutilans
7911#7911	NIDULARIUM	Rosalatum		<1978	rosulatum	rutilans
7912#7912	NIDULARIUM	Rubens			rosulatum	rutilans
7913#7913	NIDULARIUM	Ruby Lee	Davis, R.	<1972	innocentii v. lineatum	innocentii v. variegata?
7914#7914	NIDULARIUM	Ruby Lee Too	Butcher, D.*	?	innocentii v. lineatum	innocentii v. variegata?
7915#7915	NIDULARIUM	Rusty	Green K*	?	rutilans	'Lubbersianum'
14373#14373	NIDULARIUM	Rutilan Regel	? / Ross Little*	circa 1980	rutilans	'Lubbersianum'
7916#7916	NIDULARIUM	Sao Paulo	Doering, W.+, (DeLeon*)	<1972	rutilans	'Lubbersianum'
7917#7917	NIDULARIUM	Schmidt		<1978	rutilans	'Lubbersianum'
7918#7918	NIDULARIUM	Sir Charles Morobe		<1978	rutilans	'Lubbersianum'
7919#7919	NIDULARIUM	Something Special	Stansfield G	1963	innocentii v. lineatum	regelioides
7920#7920	NIDULARIUM	Souvenir Robert Morobe		<1979	innocentii v. lineatum	regelioides
13426#13426	NIDULARIUM	Striatum	Hort		innocentii v. lineatum	regelioides
7921#7921	NIDULARIUM	Stripes	Carvalho, F., (Berg, W.*)	1995	procerum	regelioides
7922#7922	NIDULARIUM	Vienna	?	<1991	procerum	regelioides
10956#10956	NIDULARIUM	Watermelon	Butcher M*	1998	procerum	fulgens
14301#14301	ORTHOPHYTUM	Alpine Frost	Wingert P	2009	Iron Ore	gurkenii
7923#7923	ORTHOPHYTUM	Andrea	Oliveira, F.	2000	?burle-marxii	?
11421#11421	ORTHOPHYTUM	Black Pearl	Kaewkangwal K	2012	?burle-marxii	Iron Ore
7924#7924	ORTHOPHYTUM	Blaze	DeLeon? Hendrix?	1975	vagans	navioides
7925#7925	ORTHOPHYTUM	Brittle Star	Vinzant, L.	<2005	Hatsumi Maertz	Hatsumi Maertz
7926#7926	ORTHOPHYTUM	Brunswick	Paulsen R*	1996	'Warren Loose'	Hatsumi Maertz
7927#7927	ORTHOPHYTUM	Cabernet	Baker, Bill	<1998	glabrum	lemei
12372#12372	ORTHOPHYTUM	Ceu	Ribeiro O*	n/a	glabrum	lemei
7928#7928	ORTHOPHYTUM	Clouds	Przetocki V	1999	fosterianum	gurkenii
7929#7929	ORTHOPHYTUM	Copper Penny	Hendrix, Gary	1975	saxicola	vagans
16067#16067	ORTHOPHYTUM	Copperhead	Kaewkangwal, Kosit	2015	Iron Ore	?
7930#7930	ORTHOPHYTUM	Donna Shaw	Shaw, Ken / Vic Przetocki*	<1997	Iron Ore	?
14598#14598	ORTHOPHYTUM	Fire Opal	Georgusis, James	2016	sucrei (red form)	grossiorum
9954#9954	ORTHOPHYTUM	Green Ice	M Paterson		Starlights	Starlights
7931#7931	ORTHOPHYTUM	Hatsumi Maertz	Maertz, H./ Lawn, G.*	1988	saxicola	gurkenii
14815#14815	ORTHOPHYTUM	Heavy Metal	Wingert, Paul	2013	Iron Ore	harleyi
11957#11957	ORTHOPHYTUM	Helios	Kaewkangwal K	2012	Warren Loose	?
7932#7932	ORTHOPHYTUM	Huntington	Huntington Gardens*	<1989	saxicola	?
7933#7933	ORTHOPHYTUM	Iron Ore	Irvin, Jim	1992	magalhaesii	saxicola v. aloifolium (green form)
7934#7934	ORTHOPHYTUM	Ivory Tower	Bradtberg K*	1992	magalhaesii	saxicola v. aloifolium (green form)
11724#11724	ORTHOPHYTUM	Little Big Horn	Kaewkangwal K	2011	lemei	magalhaesii
12604#12604	ORTHOPHYTUM	Meteor Shower	Kaewkangwal K	2012	Iron Ore	Mother Lode
7935#7935	ORTHOPHYTUM	Milagres	n/a	?	Iron Ore	Mother Lode
7936#7936	ORTHOPHYTUM	Mother Lode	Irvin J	1992	gurkenii	magalhaesii
11422#11422	ORTHOPHYTUM	Nebula	Kaewkangwal K	2011	Iron Ore	Cryptanthus bivittatus 'Major' ?
12780#12780	ORTHOPHYTUM	Orange Frosting	Paterson G	2012	Starlights	fosterianum
12603#12603	ORTHOPHYTUM	Orange Road	Kaewkangwal K	2012	Iron Ore	maracasense variegated
14683#14683	ORTHOPHYTUM	Powdercoat	Przetocki V	2014	Clouds	Clouds
13522#13522	ORTHOPHYTUM	Red Frost	? / Jim Pearce*	wild-collected circa 2009	Clouds	Clouds
14378#14378	ORTHOPHYTUM	Roberto Menescal	? / C Gastaldi*	circa 1980	vagans	Clouds
11536#11536	ORTHOPHYTUM	Ruby Tower	Kaewkangwal K	2012	Iron Ore	benzingii
11357#11357	ORTHOPHYTUM	Silver Cloud	Paulsen B ?	<2006	sucrei ?	?
11519#11519	ORTHOPHYTUM	Snow Queen	Kaewkangwal K	2012	lemei	Stellar Beauty
11183#11183	ORTHOPHYTUM	Snowflake	Symonds R	circa 2001	Warren Loose	Warren Loose
13931#13931	ORTHOPHYTUM	Sparkle	Roongsutthatham M	2014	Starlights	Iron Ore
11526#11526	ORTHOPHYTUM	Star Fall	Kaewkangwal K	2012	Iron Ore	saxicola var. aloifolium (red form)
7937#7937	ORTHOPHYTUM	Stardust	Kiehl, Michael	1992	gurkenii	lemei
7938#7938	ORTHOPHYTUM	Starlights	Paterson, Margaret	<1995	gurkenii	sucrei
7939#7939	ORTHOPHYTUM	Stellar Beauty	Paulsen R*	1996	'Warren Loose'	sucrei
16164#16164	ORTHOPHYTUM	Stellar Debris	Wingert , Paul / David Kennedy*	2006	Starlights	gurkenii
14653#14653	ORTHOPHYTUM	Sunset	Georgusis, James	2016	sucrei (red form)	grossiorum
12307#12307	ORTHOPHYTUM	Tanami	Przetocki V	2009	Clouds	Clouds
12308#12308	ORTHOPHYTUM	Tanami Clouds	Przetocki V	2009	Clouds	Clouds
